Movie Title,Year,Length (min),Av. Rating (0-5)
The Hunger Games: Mockingjay - Part 1,2014,103,2.9524
The Hungover Games,2014,97,2.9023
The Imitation Game,2014,117,3.9113
The Interview,2014,117,2.6664
The Last Five Years,2014,101,3.631
The Lego Movie,2014,121,2.1036
The Loft,2014,110,3.2079
The Longest Week,2014,120,2.8674
The Maid's Room,2014,121,4.4884
The Mule,2014,94,2.7126
The Opposite Sex,2014,119,4.3937
The Raid 2: Berandal,2014,112,2.0519
The Road Within,2014,98,4.8417
The Salt of the Earth,2014,106,4.1414
The Skeleton Twins,2014,112,4.8651
The Theory of Everything,2014,120,4.792
The Town that Dreaded Sundown,2014,105,2.4836
The Unauthorized Saved by the Bell Story,2014,98,2.8919
The Voices,2014,117,3.0697
They Came Together,2014,109,2.6791
Think Like a Man Too,2014,113,4.108
This Is Where I Leave You,2014,107,1.9263
Time Lapse,2014,121,3.6778
Tokyo Tribe,2014,92,2.0825
Tom Segura: Completely Normal,2014,99,3.7037
Too Many Cooks,2014,99,3.262
Top Five,2014,107,2.2821
Transcendence,2014,121,4.0334
Transformers: Age of Extinction,2014,106,3.7724
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,2014,118,3.2126
Tusk,2014,110,4.1572
Two Night Stand,2014,100,3.3706
Unbroken,2014,113,3.8368
Unedited Footage of a Bear,2014,109,2.4485
Veronica Mars,2014,93,2.9852
Virunga,2014,96,4.8779
Walk of Shame,2014,112,2.503
Watermark,2014,118,2.7822
We Could Be King,2014,93,4.1347
Welcome to Me,2014,117,4.5907
What We Do in the Shadows,2014,115,4.3889
While We're Young,2014,110,2.3984
Whiplash,2014,94,4.1192
Wicked Blood,2014,122,3.0887
Wild,2014,108,3.652
Wild Tales,2014,120,2.9267
Winter's Tale,2014,92,3.6733
X-Men: Days of Future Past,2014,108,3.948
Zombeavers,2014,100,2.4869
10 Cent Pistol,2015,119,2.5921
7 Days in Hell,2015,116,3.2902
A Perfect Day,2015,113,3.8024
A Very Murray Christmas,2015,93,4.2649
A Walk in the Woods,2015,118,1.925
Absolutely Anything,2015,106,3.8567
Aloha,2015,107,3.4659
Always Watching: A Marble Hornets Story,2015,121,4.5942
American Heist,2015,101,2.1693
American Ultra,2015,96,2.4937
Amy,2015,101,2.7308
Anacleto: Agente secreto,2015,99,2.7191
Anomalisa,2015,112,3.9851
Anti-Social,2015,97,3.008
Ant-Man,2015,105,2.2732
Applesauce,2015,108,4.052
Ashby,2015,122,2.9906
Avengers: Age of Ultron,2015,112,3.9966
B/W,2015,103,2.7658
Bad Asses on the Bayou,2015,102,3.7548
Bakuman,2015,119,4.2712
Barely Lethal,2015,109,3.509
Batman vs. Robin,2015,106,3.9508
Battle For Sevastopol,2015,122,2.1067
Beasts of No Nation,2015,121,3.0854
Bitter Lake,2015,106,3.4031
Black Mass,2015,112,2.6382
Black Sea,2015,115,3.1069
Blackhat,2015,111,2.8339
Bloodsucking Bastards,2015,100,3.7637
Blue Mountain State: The Rise of Thadland,2015,100,2.9994
Body,2015,114,4.3523
Bone Tomahawk,2015,110,4.3707
Boy Meets Girl,2015,116,2.5784
Bridge of Spies,2015,119,3.6054
Brooklyn,2015,111,4.0717
Burnt,2015,120,2.633
Buzzard,2015,105,2.1103
Careful What You Wish For,2015,120,4.2065
Carol,2015,93,2.2264
Chappie,2015,109,2.487
Chasuke's Journey,2015,96,3.0567
Chi-Raq,2015,106,4.4468
Cinderella,2015,112,2.4516
Close Range,2015,96,3.197
Concussion,2015,94,4.176
Cooties,2015,110,2.8888
Cop Car,2015,119,2.2185
Cosmic Scrat-tastrophe,2015,104,3.213
Creed,2015,113,3.6024
Crimson Peak,2015,118,4.8743
Daddy's Home,2015,94,3.4298
Danny Collins,2015,106,4.0606
Dark Places,2015,96,4.3305
Deathgasm,2015,107,2.9291
Doctor Who: The Husbands of River Song,2015,106,2.4103
Dope,2015,107,3.2669
Dragon Ball Z: Resurrection of F,2015,113,4.149
Dragon Blade,2015,97,4.2203
Dragonheart 3: The Sorcerer's Curse,2015,100,3.7742
Entourage,2015,106,2.8203
Er ist wieder da,2015,102,4.1759
Everest,2015,112,3.7718
Ex Machina,2015,110,4.1642
Experimenter,2015,99,4.7006
Extraordinary Tales,2015,110,3.8052
Fantastic Four,2015,120,2.6528
Fifty Shades of Grey,2015,117,3.8073
Focus,2015,97,4.1908
Frankenstein,2015,115,3.7154
Freaks of Nature,2015,111,2.2893
Furious 7,2015,95,4.0424
Get Hard,2015,112,3.0938
Going Clear: Scientology and the Prison of Belief,2015,94,2.0489
Goosebumps,2015,106,4.5707
Green Room,2015,96,2.9729
Hardcore Henry,2015,93,2.805
He Never Died,2015,122,1.9284
High Rise,2015,116,4.3485
Hitchcock/Truffaut,2015,107,3.0531
Hitman: Agent 47,2015,104,2.5941
Home,2015,122,2.8839
Hot Girls Wanted,2015,117,3.3789
Hot Pursuit,2015,97,4.1707
Hot Tub Time Machine 2,2015,115,3.0249
Hotel Transylvania 2,2015,97,4.6299
How To Change The World,2015,103,1.9637
Human,2015,94,4.5008
Iliza Shlesinger: Freezing Hot,2015,102,2.7015
In the Heart of the Sea,2015,98,3.3741
Infini,2015,115,3.4202
Inside Out,2015,102,4.283
Insidious: Chapter 3,2015,93,3.36
Insurgent,2015,108,3.3284
Into the Forest,2015,96,3.5338
Into the Grizzly Maze,2015,104,3.8271
Ip Man 3,2015,115,4.567
Irrational Man,2015,111,4.6227
Jeff Ross Roasts Criminals: Live at Brazos County Jail,2015,95,4.3262
Joe Dirt 2: Beautiful Loser,2015,115,4.6137
John From,2015,118,3.797
John Mulaney: The Comeback Kid,2015,103,3.1208
Jon Stewart Has Left the Building,2015,109,2.122
Joy,2015,94,3.9081
Jupiter Ascending,2015,101,3.6589
Jurassic World,2015,117,2.2056
Just Jim,2015,119,3.7499
Kidnapping Mr. Heineken,2015,95,3.4956
Kingsman: The Secret Service,2015,100,4.0301
Knock Knock,2015,99,2.2415
Krampus,2015,118,3.3083
Kung Fury,2015,96,2.2191
Kurt Cobain: Montage of Heck,2015,110,4.6825
L.A. Slasher,2015,97,3.3565
Last Knights,2015,94,2.6561
Legend,2015,97,3.0591
Life Eternal,2015,117,2.1951
Lost in the Sun,2015,101,3.4785
Louis C.K.: Live at The Comedy Store,2015,99,3.3265
Love,2015,94,1.9759
Love Live! The School Idol Movie,2015,110,2.1809
Lumberjack Man,2015,116,1.9246
Macbeth,2015,117,3.6051
Mad Max: Fury Road,2015,93,4.7747
Maggie,2015,93,2.9212
Maggie's Plan,2015,122,2.0717
Magic Mike XXL,2015,104,2.4083
Making a Murderer,2015,122,3.9654
Man Up,2015,110,3.0669
Massu Engira Maasilamani,2015,102,2.9145
Maze Runner: Scorch Trials,2015,104,2.3094
Me and Earl and the Dying Girl,2015,111,4.365
Me Him Her,2015,98,4.6596
Men & Chicken,2015,117,4.08
Midnight Special,2015,120,4.4962
Minions,2015,94,4.8349
Mission: Impossible - Rogue Nation,2015,101,3.2205
Mistress America,2015,106,2.7937
Mojave,2015,115,4.8515
Moonwalkers,2015,113,4.3324
Mortdecai,2015,108,3.4791
Mr. Holmes,2015,111,3.9072
Mystère à la Tour Eiffel,2015,121,2.4102
Neon Bull,2015,106,3.3111
No Way Jose,2015,116,3.1903
North Pole: Open For Christmas,2015,96,4.0901
Ooops! Noah is Gone...,2015,110,3.9542
Our Brand Is Crisis,2015,103,3.7233
Pan,2015,109,2.1466
Paper Towns,2015,111,3.2339
Parasyte: Part 2,2015,100,4.7964
Partisan,2015,114,4.9009
Paul Blart: Mall Cop 2,2015,93,2.1107
Pawn Sacrifice,2015,94,4.8349
Pitch Perfect 2,2015,113,2.3529
Pixels,2015,120,2.1375
Power/Rangers,2015,112,2.7202
Project Almanac,2015,105,2.876
Requiem for the American Dream,2015,116,4.4608
Return to Sender,2015,111,3.9545
Ricki and the Flash,2015,107,4.8427
Rock the Kasbah,2015,115,3.0615
Room,2015,109,3.11
Run All Night,2015,113,2.9153
Ryuzo and the Seven Henchmen,2015,117,2.7317
San Andreas,2015,109,3.8691
Santa's Little Helper,2015,108,4.4592
Scouts Guide to the Zombie Apocalypse,2015,100,2.907
Secret in Their Eyes,2015,95,2.5776
Self/less,2015,121,4.5527
Sharknado 3: Oh Hell No!,2015,120,4.4291
Shaun the Sheep Movie,2015,96,4.8362
Sicario,2015,105,3.6132
Sisters,2015,105,3.8771
Slow Learners,2015,122,3.8344
Slow West,2015,95,3.121
Solace,2015,111,2.5153
Sorrow,2015,108,2.9651
Southpaw,2015,96,4.7759
Spectre,2015,100,3.5586
Spotlight,2015,116,4.8861
Spring,2015,100,3.1417
Spy,2015,103,3.8654
Star Wars: Episode VII - The Force Awakens,2015,107,3.1999
Steve Jobs,2015,117,3.5207
Steve Jobs: The Man in the Machine,2015,119,3.1763
Stonewall,2015,110,4.1498
Straight Outta Compton,2015,118,3.2434
Strange Magic,2015,96,3.6443
Suffragette,2015,105,3.3493
Superfast!,2015,107,4.0659
Survivor,2015,93,4.8337
Taken 3,2015,120,3.292
Tangerine,2015,103,3.6575
Ted 2,2015,119,3.3108
Terminator Genisys,2015,121,2.2591
The Adderall Diaries,2015,118,4.6395
The Barkley Marathons: The Race That Eats Its Young,2015,94,2.2695
The Boy and the Beast,2015,105,3.338
The Boy Next Door,2015,97,3.2969
The Brand New Testament,2015,97,2.9583
The Cobbler,2015,105,3.3058
The D Train,2015,94,3.3922
The Danish Girl,2015,110,4.0562
The Devil's Candy,2015,119,2.2959
The Dressmaker,2015,111,4.5393
The DUFF,2015,114,3.7731
The Editor,2015,113,2.303
The End of the Tour,2015,108,4.1081
The Escort,2015,120,1.9126
The Face of an Angel,2015,118,4.1739
The Final Girls,2015,105,2.9027
The Gallows,2015,113,3.4965
The Gift,2015,103,4.3989
The Good Dinosaur,2015,110,2.3828
The Gracefield Incident,2015,107,2.0576
The Hateful Eight,2015,94,4.4193
The Hunger Games: Mockingjay - Part 2,2015,94,1.9836
The Intern,2015,109,3.8878
The Jinx: The Life and Deaths of Robert Durst,2015,113,3.728
The Last Witch Hunter,2015,93,2.5682
The Little Prince,2015,93,4.0904
The Lobster,2015,121,3.3309
The Longest Ride,2015,99,1.9924
The Lovers,2015,102,2.1594
The Man from U.N.C.L.E.,2015,108,4.2776
The Martian,2015,94,2.0739
The Night Before,2015,96,4.0649
The Overnight,2015,111,2.7713
The Perfect Guy,2015,95,2.1881
The Revenant,2015,110,2.512
The Ridiculous 6,2015,118,4.4818
The Runner,2015,118,3.9156
The Second Best Exotic Marigold Hotel,2015,119,4.2908
The Squeeze,2015,118,4.7513
The Stanford Prison Experiment,2015,95,2.7227
The Survivalist,2015,100,3.0605
The Wait,2015,119,1.9998
The Walk,2015,96,3.4604
The Wedding Ringer,2015,99,4.2509
The Witch,2015,102,2.167
The Wolfpack,2015,112,2.9493
'Tis the Season for Love,2015,122,4.4401
Tomorrow,2015,118,3.8389
Tomorrowland,2015,112,2.0049
Tracers,2015,106,2.7835
Trainwreck,2015,108,4.6008
True Story,2015,96,2.8144
Trumbo,2015,105,3.7871
Truth,2015,103,2.5523
Turbo Kid,2015,116,3.4222
Twinsters,2015,116,4.2472
Unfinished Business,2015,107,4.572
Vacation,2015,115,4.1118
Vice,2015,105,4.6366
Victor Frankenstein,2015,105,2.8236
Victoria,2015,94,3.266
War Room,2015,108,4.4149
Welcome to Happiness,2015,122,2.4569
Wild Card,2015,114,2.9712
Wild Horses,2015,106,2.2688
Woman in Gold,2015,109,2.9543
World of Tomorrow,2015,103,2.4128
Wyrmwood,2015,107,2.9951
Youth,2015,104,3.4576
Zipper,2015,93,4.8609
Zoom,2015,113,4.4541
10 Cloverfield Lane,2016,122,3.4769
100 Streets,2016,121,3.7479
13 Hours,2016,115,2.5334
13th,2016,113,2.3724
A German Life,2016,111,3.307
A Midsummer Night's Dream,2016,98,3.6413
A Silent Voice,2016,103,3.8506
A Street Cat Named Bob,2016,116,2.0084
Ali Wong: Baby Cobra,2016,122,2.1342
Alice Through the Looking Glass,2016,118,3.8493
All Roads Lead to Rome,2016,99,4.4179
All Yours,2016,118,3.2941
Amanda Knox,2016,112,3.7287
Anything for Love,2016,93,2.475
ARQ,2016,110,4.1464
Arrival,2016,100,4.7331
Assassin's Creed,2016,103,2.6356
Bad Moms,2016,103,3.1739
Bad Santa 2,2016,99,2.5393
Barbershop: The Next Cut,2016,119,4.2575
Batman v Superman: Dawn of Justice,2016,97,2.5016
Batman: The Killing Joke,2016,101,3.3695
Ben-hur,2016,120,3.927
Betting on Zero,2016,93,4.0617
Blair Witch,2016,117,4.2204
Bo Burnham: Make Happy,2016,113,2.0288
Bridget Jones's Baby,2016,118,4.2167
Café Society,2016,106,3.2285
Camino,2016,116,2.9495
Captain America: Civil War,2016,107,4.4396
Captain Fantastic,2016,107,3.7559
Central Intelligence,2016,110,4.0107
Colonia,2016,104,2.0541
Dad's Army,2016,96,2.6663
David Cross: Making America Great Again,2016,108,2.6053
DC Super Hero Girls: Hero of the Year,2016,122,2.2921
Deadpool,2016,101,3.6121
Deepwater Horizon,2016,122,2.7785
Demolition,2016,117,4.5636
Desierto,2016,94,2.2684
Despite the Falling Snow,2016,118,3.3831
Dirty 30,2016,97,3.3561
Dirty Grandpa,2016,100,4.1898
Doctor Strange,2016,113,2.6899
Don't Breathe,2016,102,3.7706
Eddie the Eagle,2016,105,3.4992
Elle,2016,107,2.5268
Embrace of the Serpent,2016,118,3.565
Emerald Green,2016,102,3.7912
Endless Poetry,2016,105,3.2536
Ethel & Ernest,2016,107,2.0807
Everybody Wants Some,2016,108,2.6175
Exposed,2016,121,2.6268
Eye in the Sky,2016,100,2.9006
Fantastic Beasts and Where to Find Them,2016,105,3.7057
Fences,2016,104,2.7839
Finding Dory,2016,116,1.9923
Florence Foster Jenkins,2016,114,3.0894
Front Cover,2016,102,4.3028
Genius,2016,112,3.0122
Get a Job,2016,117,3.4624
Ghostbusters,2016,96,4.325
Gimme Danger,2016,120,3.038
Goat,2016,106,3.4102
Gods of Egypt,2016,117,2.7918
Grease Live,2016,120,3.0398
Guardians,2016,119,3.8008
Hacksaw Ridge,2016,101,3.4174
Hell or High Water,2016,93,2.3738
Hidden Figures,2016,118,3.7932
How to Be Single,2016,119,4.5352
Hunt for the Wilderpeople,2016,110,3.9696
Hush,2016,120,4.384
HyperNormalisation,2016,111,2.5943
I Am Wrath,2016,101,3.8566
Ice Age: Collision Course,2016,123,4.5836
Ice Age: The Great Egg-Scapade,2016,106,4.7291
Ice Guardians,2016,104,2.7554
Imperium,2016,121,2.7874
Independence Day: Resurgence,2016,105,3.0329
Indignation,2016,105,3.4265
Inferno,2016,119,3.8818
Jack Reacher: Never Go Back,2016,121,4.81
Jason Bourne,2016,120,3.8621
Jim Jefferies: Freedumb,2016,109,2.4528
Joe Rogan: Triggered,2016,120,4.1532
Keanu,2016,108,3.2194
Keeping Up with the Joneses,2016,118,2.6085
Kicking Off,2016,114,3.1726
Kill Command,2016,117,3.1469
Kindergarten Cop 2,2016,115,4.2838
Kingsglaive: Final Fantasy XV,2016,114,4.7564
Kizumonogatari II: Passionate Blood,2016,95,3.2561
Kizumonogatari Part 1: Tekketsu,2016,113,3.0466
Kubo and the Two Strings,2016,112,3.3524
Kung Fu Panda 3,2016,104,4.6217
La La Land,2016,99,4.1047
Lemonade,2016,104,3.1903
Lights Out,2016,97,2.8634
Lion,2016,112,4.9215
London Has Fallen,2016,112,2.8587
London Town,2016,102,3.1409
Manchester by the Sea,2016,118,3.0889
Marauders,2016,101,4.7285
Masterminds,2016,114,4.8501
Maximum Ride,2016,103,3.6346
Merci Patron !,2016,96,3.232
Mercury Plains,2016,120,4.8021
Mike & Dave Need Wedding Dates,2016,95,2.2035
Miss Peregrine's Home for Peculiar Children,2016,98,3.0132
Miss Sloane,2016,103,4.0186
Moana,2016,106,3.8886
Money Monster,2016,113,3.5151
Mr. Right,2016,96,2.9893
My Big Fat Greek Wedding 2,2016,121,4.0704
My Scientology Movie,2016,122,1.9758
Neighbors 2: Sorority Rising,2016,115,2.7917
Nerve,2016,96,3.7474
Night Guards,2016,101,3.8057
Now You See Me 2,2016,101,3.5378
O.J.: Made in America,2016,99,3.7252
Office Christmas Party,2016,98,1.9947
Passengers,2016,122,4.0876
Pelé: Birth of a Legend,2016,104,2.4875
Pete's Dragon,2016,99,3.3293
Piper,2016,99,2.8164
Planet Earth II,2016,119,3.1166
Popstar: Never Stop Never Stopping,2016,122,3.4577
Precious Cargo,2016,121,4.103
Pride and Prejudice and Zombies,2016,99,2.8801
Race,2016,99,2.5054
Ratchet & Clank,2016,102,2.6755
Rick and Morty: State of Georgia Vs. Denver Fenton Allen,2016,104,3.5862
Ride Along 2,2016,114,3.1387
Risen,2016,123,3.4722
Risk,2016,109,2.1823
Rogue One: A Star Wars Story,2016,109,3.8458
Satanic,2016,110,4.4393
Sausage Party,2016,104,2.4612
Shadow World,2016,111,3.9433
Sharknado 4: The 4th Awakens,2016,98,4.8471
Sherlock: The Abominable Bride,2016,103,2.5503
Shin Godzilla,2016,100,3.7728
Silence,2016,118,2.8596
Sing,2016,122,3.2744
Sing Street,2016,104,4.314
Snowden,2016,98,3.0327
SORI: Voice from the Heart,2016,99,1.9954
Southbound,2016,107,3.6503
Standoff,2016,102,3.523
Star Trek Beyond,2016,101,3.2533
Stefan Zweig: Farewell to Europe,2016,97,3.9065
Storks,2016,121,3.0081
Suicide Squad,2016,104,4.6361
Sully,2016,103,2.0935
Swiss Army Man,2016,121,3.8956
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,111,2.9453
The 5th Wave,2016,111,3.5521
The Accountant,2016,122,4.5705
The African Doctor,2016,121,3.7875
The Angry Birds Movie,2016,115,2.1966
The BFG,2016,101,4.5645
The Boss,2016,96,2.8881
The Brothers Grimsby,2016,110,3.6276
The Circle,2016,96,3.8091
The Conjuring 2,2016,118,2.8369
The Crew,2016,97,4.6808
The Death of Louis XIV,2016,105,2.0081
The Do-Over,2016,96,4.0226
The Edge of Seventeen,2016,99,2.9607
The Finest Hours,2016,98,3.9729
The Founder,2016,123,3.0524
The Fundamentals of Caring,2016,119,4.3051
The Girl on the Train,2016,106,2.0209
The Girl with All the Gifts,2016,95,2.2375
The Good Boy,2016,117,3.7941
The Handmaiden,2016,96,2.5924
The Huntsman Winter's War,2016,94,2.1237
The Infiltrator,2016,117,2.0828
The Jungle Book,2016,100,3.1702
The Legend of Tarzan,2016,116,3.7808
The Magnificent Seven,2016,112,2.2199
The Man Who Knew Infinity,2016,102,3.1146
The Meddler,2016,107,3.9087
The Neon Demon,2016,100,2.3399
The Nice Guys,2016,107,3.8642
The Purge: Election Year,2016,104,4.5317
The Red Turtle,2016,98,3.5012
The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,122,3.8311
The Secret Life of Pets,2016,114,3.1446
The Shallows,2016,115,2.2522
The Space Between Us,2016,104,4.3991
The Thinning,2016,109,2.8247
The True Memoirs of an International Assassin,2016,103,3.7573
The Trust,2016,116,2.1359
The Void,2016,116,2.5489
The Wailing,2016,100,2.9938
Tiger Raid,2016,93,4.6175
Tom Segura: Mostly Stories,2016,115,4.8857
Toni Erdmann,2016,105,2.942
Train to Busan,2016,98,3.8711
Underworld: Blood Wars,2016,104,4.648
Vigilante Diaries,2016,112,3.8785
War and Peace,2016,108,4.6771
War Dogs,2016,110,2.7805
Warcraft,2016,107,4.2438
While You Were Fighting: A Thor Mockumentary,2016,119,3.3845
Whiskey Tango Foxtrot,2016,105,4.732
Why Him?,2016,105,3.3329
Wiener-Dog,2016,101,2.1731
Wild Oats,2016,121,2.8559
X-Men: Apocalypse,2016,116,4.7855
Your Name.,2016,117,4.9092
Zoolander 2,2016,99,2.4553
Zootopia,2016,101,4.6828
2048: Nowhere to Run,2017,99,3.9088
A Bad Moms Christmas,2017,110,3.0727
A Christmas Story Live!,2017,114,2.4136
A Dog's Purpose,2017,116,2.6644
Alien: Covenant,2017,113,3.3828
American Fable,2017,104,2.1342
American Made,2017,97,4.7462
Annabelle: Creation,2017,115,3.8052
Ari Shaffir: Double Negative,2017,108,2.4444
Atomic Blonde,2017,97,2.4861
Baby Driver,2017,109,4.159
Baywatch,2017,121,4.5153
Beauty and the Beast,2017,105,2.3289
Bill Burr: Walk Your Way Out,2017,115,3.8211
Black Butler: Book of the Atlantic,2017,114,3.1078
Black Panther,2017,107,3.1915
Blade Runner 2049,2017,111,3.1322
Blue Planet II,2017,120,3.2
Bright,2017,116,2.2272
Buster's Mal Heart,2017,111,4.7295
Cage Dive,2017,120,2.4227
Call Me by Your Name,2017,109,4.4857
Captain Underpants: The First Epic Movie,2017,108,4.7712
Cars 3,2017,109,4.4889
CHiPS,2017,111,2.2953
Christina P: Mother Inferior,2017,101,2.1989
Coco,2017,114,4.6488
Craig Ferguson: Tickle Fight,2017,95,3.0359
Creep 2,2017,110,4.7048
Daddy's Home 2,2017,95,4.265
Darkest Hour,2017,95,3.911
Dave Chappelle: Deep in the Heart of Texas,2017,117,2.4027
Dave Chappelle: Equanimity,2017,121,2.9582
Dave Chappelle: The Age of Spin,2017,110,4.9743
Dave Chappelle: The Bird Revelation,2017,123,3.7129
Death Note,2017,121,3.9792
Despicable Me 3,2017,113,4.8619
Dunkirk,2017,111,4.8845
Ferdinand,2017,103,3.0364
Fifty Shades Darker,2017,113,3.0533
First Reformed,2017,95,2.6412
Fist Fight,2017,94,4.5408
Flint,2017,119,3.0796
Free Fire,2017,104,3.1692
Fullmetal Alchemist 2018,2017,95,3.8251
Gaga: Five Foot Two,2017,119,4.2857
Geostorm,2017,108,2.8677
Get Me Roger Stone,2017,99,3.4206
Get Out,2017,96,4.4618
Ghost in the Shell,2017,107,3.3475
Gifted,2017,113,3.7584
Gintama,2017,113,2.4082
Good Time,2017,107,4.1495
Goon: Last of the Enforcers,2017,108,2.9659
Guardians of the Galaxy 2,2017,123,2.2273
I Am Not Your Negro,2017,116,4.2779
Icarus,2017,118,3.7928
It,2017,98,2.126
It Comes at Night,2017,115,4.8752
Jack Whitehall: At Large,2017,99,3.696
Jeff Ross Roasts the Border,2017,96,4.8707
Jim & Andy: The Great Beyond,2017,116,3.4637
Jim Gaffigan: Cinco,2017,104,2.3492
John Wick: Chapter Two,2017,96,2.7262
Judd Apatow: The Return,2017,95,3.5416
Jumanji: Welcome to the Jungle,2017,108,2.0009
Justice League,2017,114,2.7425
Kingsman: The Golden Circle,2017,110,2.5964
Kizumonogatari III: Cold Blood,2017,99,2.7502
Kong: Skull Island,2017,95,3.9932
Lady Bird,2017,110,4.6556
LBJ,2017,107,2.5195
LEGO DC Super Hero Girls: Brain Drain,2017,95,2.8898
Liquid Truth,2017,116,2.4523
Little Boxes,2017,105,4.5202
Logan,2017,112,4.643
Logan Lucky,2017,101,4.1993
Loving Vincent,2017,107,4.5264
Lynne Koplitz: Hormonal Beast,2017,97,2.2516
Mayhem,2017,116,3.997
Maz Jobrani: Immigrant,2017,107,4.6283
Molly's Game,2017,104,3.2709
Mother!,2017,105,4.7948
Mudbound,2017,122,4.4628
Murder on the Orient Express,2017,101,4.7538
Neal Brennan: 3 Mics,2017,119,2.0068
No Game No Life: Zero,2017,98,2.7218
Okja,2017,103,3.8143
Paddington 2,2017,121,2.6372
Phantom Thread,2017,99,2.1626
Pirates of the Caribbean: Dead Men Tell No Tales,2017,113,2.2285
Power Rangers,2017,105,2.8132
Quest,2017,122,2.7274
Rory Scovel Tries Stand-Up for the First Time,2017,95,3.422
Rough Night,2017,105,3.8318
Sandy Wexler,2017,115,4.6869
Self-criticism of a Bourgeois Dog,2017,99,3.1201
Seven Sisters,2017,119,2.0266
Shot Caller,2017,119,4.8259
Snatched,2017,95,3.2747
Split,2017,120,4.4039
Star Wars: The Last Jedi,2017,115,2.0916
Sword Art Online The Movie: Ordinal Scale,2017,121,3.8724
T2: Trainspotting,2017,110,2.3057
Table 19,2017,119,4.9248
The Beguiled,2017,96,3.1768
The Big Sick,2017,98,2.5799
The Boss Baby,2017,102,4.6306
The Dark Tower,2017,108,2.6621
The Death of Stalin,2017,114,2.1398
The Disaster Artist,2017,108,3.9712
The Emoji Movie,2017,120,2.6547
The Fate of the Furious,2017,113,2.5094
The Greatest Showman,2017,112,2.8989
The Hero,2017,117,3.7952
